device_id,reported_at,battery_pct,signal_strength_dbm,is_online
1,2025-11-23T18:20:25.175047,86.114451056765,-69.60500518911887,True
1,2025-11-22T09:40:25.175047,79.5967787777121,-80.32447181596147,True
1,2025-11-22T15:14:25.175047,79.0210137696578,-76.28721358759118,True
1,2025-11-22T11:17:25.175047,97.95818552443905,-68.79393398587285,True
1,2025-11-21T13:33:25.175047,69.51716197612716,-73.85601198644363,True
1,2025-11-20T12:05:25.175047,93.52861971387996,-67.48072778659088,True
1,2025-11-20T20:44:25.175047,83.6153099323161,-67.94248614368188,True
1,2025-11-20T11:41:25.175047,84.5259223948497,-52.28364421985281,True
1,2025-11-19T14:30:25.175047,97.59746652079232,-83.91606341352825,True
1,2025-11-18T03:43:25.175047,86.09763208964844,-69.25396230137568,True
1,2025-11-18T04:11:25.175047,59.745128837718816,-68.68891949638372,True
1,2025-11-18T22:47:25.175047,80.79534038425092,-60.81464236813871,True
1,2025-11-17T05:29:25.175047,74.00418570044492,-62.87077500965729,True
1,2025-11-17T00:14:25.175047,71.41121453521961,-58.62726432612402,True
2,2025-11-23T18:27:25.175047,78.27034189684171,-62.778115185558406,False
2,2025-11-23T09:57:25.175047,88.19084660785192,-75.7531813691091,False
2,2025-11-23T03:34:25.175047,64.83254961025554,-49.47443483234755,True
2,2025-11-22T20:43:25.175047,95.82738569284214,-87.76481192463437,True
2,2025-11-21T13:52:25.175047,86.01220123804116,-48.81169050101857,True
2,2025-11-21T14:19:25.175047,96.08617834510243,-67.6299092604906,True
2,2025-11-20T08:18:25.175047,87.18855091427017,-59.23900593953011,True
2,2025-11-20T16:36:25.175047,93.98497021792159,-65.25438663990292,True
2,2025-11-19T08:10:25.175047,86.84485387101451,-63.86986669561183,True
2,2025-11-18T11:34:25.175047,50.3590095509259,-72.84413188442815,True
2,2025-11-18T06:26:25.175047,89.10998973463545,-71.05730170516745,True
2,2025-11-18T05:16:25.175047,93.17768669909431,-75.72629309604832,True
2,2025-11-17T10:20:25.175047,78.06150187921655,-47.836864218416416,True
2,2025-11-17T11:14:25.175047,64.65223280977546,-74.22562246230989,True
3,2025-11-23T08:40:25.175047,75.69174680883728,-56.713474305308985,True
3,2025-11-22T01:11:25.175047,72.52819455636576,-71.41903909242043,True
3,2025-11-22T23:38:25.175047,95.8202794668454,-61.778356713054634,True
3,2025-11-22T20:17:25.175047,64.9719176531414,-64.0869407823248,False
3,2025-11-21T21:34:25.175047,51.85039134698453,-70.10373283223744,True
3,2025-11-21T19:17:25.175047,100.0,-91.05393924725136,True
3,2025-11-21T06:53:25.175047,40.87555740204719,-73.69341544145757,True
3,2025-11-20T23:22:25.175047,74.25528380915154,-71.11278324271072,True
3,2025-11-20T05:47:25.175047,87.11625722669845,-53.91961004783489,True
3,2025-11-20T18:47:25.175047,83.71023566493096,-44.941190813601665,True
3,2025-11-19T07:26:25.175047,76.52454098060694,-74.7178887078075,True
3,2025-11-18T10:37:25.175047,98.65911065218859,-55.81871965183696,False
3,2025-11-17T06:43:25.175047,79.44662462691632,-71.28270495158327,True
4,2025-11-23T11:01:25.175047,100.0,-83.4711958505133,True
4,2025-11-23T22:15:25.175047,55.21388283774658,-56.363164674209834,True
4,2025-11-22T03:41:25.175047,72.33787548933336,-56.43526944599554,True
4,2025-11-22T06:23:25.175047,84.0498484644516,-63.45496236981642,True
4,2025-11-22T05:19:25.175047,86.70858821762464,-54.55984614489217,True
4,2025-11-21T18:36:25.175047,71.73908285793254,-53.40368002375599,False
4,2025-11-21T01:22:25.175047,90.2057507893547,-92.07730547020768,True
4,2025-11-20T00:16:25.175047,79.17272284330211,-63.54004121323371,True
4,2025-11-20T14:51:25.175047,97.78830541500042,-64.61853938373179,True
4,2025-11-20T15:31:25.175047,79.12248668610104,-74.90838916505969,True
4,2025-11-19T15:16:25.175047,86.03816957482819,-59.35009684123413,True
4,2025-11-18T13:42:25.175047,80.49751492481438,-67.98014729235395,True
4,2025-11-18T02:01:25.175047,83.23022034180994,-65.55827590757819,True
4,2025-11-17T14:30:25.175047,63.08925886876784,-66.09471105354507,True
4,2025-11-17T04:51:25.175047,68.13558570531164,-58.82420836014784,True
4,2025-11-17T21:27:25.175047,77.27626142491638,-63.42789935238253,True
5,2025-11-23T17:07:25.175047,65.06269441209992,-62.848931779556786,True
5,2025-11-23T06:10:25.175047,64.63615862979773,-69.69858296293653,True
5,2025-11-23T21:09:25.175047,80.53311531173311,-66.64138964545995,True
5,2025-11-22T11:14:25.175047,54.19043441829266,-63.80532327401507,True
5,2025-11-22T13:19:25.175047,62.37998086064566,-72.9009719399274,False
5,2025-11-22T21:32:25.175047,78.36855328772836,-64.07382927905557,True
5,2025-11-21T17:22:25.175047,52.232022647199436,-58.998720614113346,True
5,2025-11-21T14:02:25.175047,70.16889626332757,-52.157143339432054,True
5,2025-11-20T12:36:25.175047,64.611487798947,-80.81547745161048,True
5,2025-11-19T23:02:25.175047,78.25888591789358,-62.80679240147398,True
5,2025-11-18T10:26:25.175047,75.5555304271094,-50.982433270429176,True
5,2025-11-18T22:04:25.175047,97.89492731747907,-48.50240638973636,False
5,2025-11-17T12:41:25.175047,84.74518585203279,-76.36547830587298,True
5,2025-11-17T22:23:25.175047,90.9853995773715,-55.09691611290821,True
5,2025-11-17T17:08:25.175047,100.0,-59.22101091517607,False
6,2025-11-23T00:29:25.175047,79.58922601507936,-58.05687629616498,True
6,2025-11-22T09:24:25.175047,60.90908878069656,-54.30399111560905,True
6,2025-11-22T18:24:25.175047,70.25276759697869,-69.65259836034117,True
6,2025-11-22T07:10:25.175047,99.92936830196528,-60.32078878808675,True
6,2025-11-21T01:48:25.175047,100.0,-51.94107616820023,True
6,2025-11-21T07:06:25.175047,92.5549137741979,-66.23462643836773,True
6,2025-11-21T13:57:25.175047,80.27116908305852,-88.41644721011666,True
6,2025-11-20T21:34:25.175047,83.43765428629092,-67.39908583041755,True
6,2025-11-19T03:18:25.175047,56.9427596141057,-61.802069104956686,True
6,2025-11-18T10:22:25.175047,84.0964138597617,-57.948311200675384,True
6,2025-11-17T21:53:25.175047,78.30918243342447,-57.33953545488536,True
7,2025-11-23T14:06:25.175047,72.90620392563294,-80.06597598373604,True
7,2025-11-23T16:13:25.175047,79.61786513925199,-74.48839487345539,True
7,2025-11-22T10:20:25.175047,80.64199410288693,-76.91988110333983,True
7,2025-11-22T18:16:25.175047,79.54017123295239,-63.50340272979939,False
7,2025-11-21T00:00:25.175047,80.8964782162524,-64.52465343643331,True
7,2025-11-21T13:40:25.175047,70.89663396436981,-64.48667890257035,True
7,2025-11-20T23:52:25.175047,52.893727739828144,-73.86308176703612,True
7,2025-11-20T12:12:25.175047,100.0,-61.22648439697119,True
7,2025-11-19T12:23:25.175047,78.72270946526253,-48.00856485972526,True
7,2025-11-19T08:37:25.175047,82.26940225283215,-67.11883168920043,True
7,2025-11-19T06:54:25.175047,61.485992138484484,-54.10232850835126,True
7,2025-11-18T07:11:25.175047,95.82502880345393,-59.46484796381673,True
7,2025-11-18T10:34:25.175047,78.49279525865151,-75.16691533839588,True
7,2025-11-17T03:22:25.175047,66.98281930883203,-40.77612676219243,True
8,2025-11-23T09:57:25.175047,79.44533680452138,-70.11022033969228,True
8,2025-11-22T10:25:25.175047,83.08004904073987,-56.09760781190381,True
8,2025-11-21T18:13:25.175047,81.36987494385632,-46.8848759033567,True
